Number,Title
154663,The Whiteboard: Presenting Cultural Studies Research
154666,Charles Sealsfield: Multi-Ethnicityin 19th Century America (Blockseminar)
154667,"Resist Much, Obey Little: International Whitman Seminar (Blockseminar)"
154668,"""The Future is Female"": Feminism in the USA"
154670,From Page to Screen: Researching with Digital Editions
154671,Beyond Vietnam - The Vietnam War in American Literature and Film
154672,"""How to Write the Great American Indian Novel"": Native American Storytelling"
154673,The Union at Risk: History and the Future of the European Union (Blockseminar)
154674,Global Bounce: Hip-Hop in the 21st Century (Blockseminar)
154675,Oberseminar (zulassungsbeschränkt)
159008,Kolloquium für BA-Kanditaten
158052,Basiskonzepte Geschichtswissenschaft
158011,Deutsch-niederländische Beziehungen (Anmeldung über 078585)
158012,Mobilität aus historischer und soziologischer Perspektive (Anmeldung über 078585)
158013,Quellen zur Heiligenverehrung im Mittelalter
158031,Individualisierung und Aufklärung im 19. Jahrhundert
158032,Humanismus in der frühen Neuzeit
158033,Western Civilisation (Neuere Epochen ab 1500)
158071,Exkursion (nach Ankündigung)
158071a,Exkursion an den Bodensee (29.09.-3.10.2018)
158073,Exkursionen (nach Ankündigung)
159007,Kolloquium
160493,Nähkurs
160494,Nähkurs
160460,Doktorandenkolloquium
160462,Forschungskolloquium
160200,"Kunst, Medien und Vermittlung"
160201,Handlungsmodelle der Kunstvermittlung
160202,Vorbereitungsseminar Praxissemester
160203,Begleitseminar Praxissemester
160205,Kolloquium z. Prüfungsvorbereitg. (Klaus. /BA / MA)
160206,"Ästhetisches Verhalten: Film, Video und Clips"
160207,Paradigma Bildkompetenz
160208,Aktionsforschung im Fachunterricht Kunst
160209,Bildung und Kommunikation
160210,Zur Legitimationsproblematik des Kunstunterrichts
160211,Methoden des Kunstunterrichts
160212,Atlas-Medien-Workbook
160213,Die Kunst der (journalistischen) Kunstkritik Wie die Kunst in die Medien kommt
160214,Inklusion [k]eine Frage - Kunstvermittlung in der Schule
160215,Gartenspäher zwischen den Ländern – Schloss Benrath und Schloss Schwetzingen im Fokus
160216,Virtual Realities
160220,"Kunstgeschichte und Bildwissenschaft / Kunstgeschichtliche Vertiefung 1,2,3 ""Kunstgeschichte vor Ort"""
160221,"Sehen und Beschreiben / Kunst und Raum / Kunstgeschichtliche Vertiefung 1,2,3 / Kunstgeschichtliches Kolloquium / Beratungskolloquium ""Gartenspäher Schloss Bodelschwingh"""
160222,Sehen und Beschreiben / Kunst und Raum „Schloss und Garten Europäisches Kulturerbe teilen“
160223,"Kunstgeschichtliche Vertiefung 1,2,3 / Kunst und Raum „Kunst/Raum/Stadt. Ein Seminar zur Kunst im öffentlichen Raum Dortmund“"
160224,"Sehen und Beschreiben / Kunstgeschichte und Bildwissenschaft / Methoden der Kunstgeschichte „Von Rittern, Städten und der Hölle - Wandmalereien in sakralen und profanen Gebäuden des Mittelalters"""
160225,"Sehen und Beschreiben / Kunstgeschichtliche Vertiefung 1,2,3 „Sharing Heritage: Religiöse Objekte im Museum"""
160226,"Kunstgeschichte und Bildwissenschaft / Kunstgeschichtliche Vertiefung 1,2,3 „Routes not Roots: Multiple Modernen im Museum Folkwang"""
160227,"Kunst und Raum / Kunstgeschichtliche Vertiefung 1,2,3  ""Unsere Heimat ist die Gegenwart"" - Das Neues Weimar"
160228,"Kunstgeschichtliche Vertiefung 1,2,3 / Kunstgeschichte und Bildwissenschaft ""Von Darwin bis Platon - Darstellungen der Wissenschaft"""
160229,"Methoden der Kunstgeschichte / Kulturelles Gedächtnis und Methoden der Kunstgeschichte „Venite et videte  ̶  Die Stiftskirche Xanten und St. Nicolai in Kalkar"""
160230,"Kunstgeschichtliche Vertiefung 1,2,3 / Kunstgeschichte und Bildwissenschaft/ Zur Dynamik von Erinnern und Vergessen: Kunstwerke, Museen, Denkmäler"
160231,"Kunstgeschichtliche Vertiefung 1,2,3 ""Nürnberg: Bilder in der Stadt""."
160232,Kunst und Raum / Kunstgeschichtliche Vertiefung / Kulturelles Gedächtnis und Methoden der Kunstgeschichte Stadtspäher in der Dortmunder Stadtkirche St. Reinoldi
160233,"Exkursion ""Weimar - Dessau - Wörlitz"""
160236,"Kunstgeschichtliche Vertiefung ""Sammeln, Bewahren, Forschen, Ausstellen, Vermitteln"""
160240,Angebot aller KA-Bereiche: „VON INNEN NACH AUSSEN – Seminar zur Vermittlung und Umsetzung buchbinderischer Grundlagen im Bezug zum Buchinhalt“.
160110,Proseminar: Franz Schubert - Anmeldung über LSF!!
160129,Musikgeschichte I
160152,"Gehörbildung II (Gy, HRGe) Kurs B"
160153,"Gehörbildung II (Gy, HRGe) Kurs A"
160154,"Gehörbildung II (G, SP)"
160170,"Harmonielehre II (Gy, HRGe) Kurs A"
160171,"Harmonielehre II (Gy, HRGe) Kurs B"
160118,Einführung in die systematische Musikwissenschaft A
160119,Einführung in die systematische Musikwissenschaft B
160121,Musik und Medien
160172,Hören und Musik
160173,Geometrie der Töne
160123,Die Konzerteinführung. Praxis und Theorie der Vermittlung „en face“
160124,terzwerk Radio
160125,terzwerk online
160163,"Interpretationsforschung –Violine und Klavier / Klavier und Violine: Mozart, Beethoven, Schubert und ihre Violinsonaten"
160112,"Georg Büchner und Alban Berg: Drama & Oper, Woyzeck & Wozzeck"
160122,Furtwängler. Ästhetik und Rezeption.
160130,"Tonal versus „atonal“?: Starke Stücke der Moderne von Strawinsky, Schönberg, Berg und Bartók"
160135,Musik als Therapie
160136,Psychoakustik
160137,Die Rolle der Frau in der Musik
160138,Grundlagen und neue Ergebnisse der Performanceforschung
160161,Claude Debussy ( I ) – Der Weg aus dem 19. Jahrhundert
160162,"Scarlatti, Boccherini & Co. – Musik in Spanien / Spanische Musik im 18. und 19. Jahrhundert"
160164,Visualisierte Musik im Film
160165,Alternative Musikgeschichte (Jazz/Rock/Pop/Neue Musik) - Anmeldung per Mail bis 23.04.2018
160132,"Analyse I: Lieder über Gedichte Heinrich Heines im Vergleich: Schubert, Schumann, Mendelssohn, Liszt"
160174,Analyse: La fanciulla del West – Il trittico – Turandot (Giacomo Puccini)
160175,Analyse: Methoden musikalischer Analyse
160133,Musikwissenschaftliches Masterkolloquium (findet in Raum 4.306 statt!)
160158,Musikjournalistisches Kolloquium
160690,Psychomotorik I
160691,Psychomotorik II
160692,Bewegungsvielfalt als methodisch-didaktische Perspektive in der inklusiven Bewegungserziehung
160693,Psychomotorische Förderung auf dem Trampolin
160694,Theorie und Praxis des Bewegungsunterrichts in der Grundschule
160600,"Fundamentum ""Körper und Bewegung"""
160601,"Fundamentum ""Körper und Bewegung"""
160602,"Fundamentum ""Körper und Bewegung"""
160604,"Fundamentum ""Bewegung im Wasser/Schwimmen"""
160605,"Fundamentum ""Bewegung im Wasser/Schwimmen"""
160606,"Fundamentum ""Bewegung im Wasser/Schwimmen"""
160607,"Fundamentum ""Bewegung im Wasser/Schwimmen"""
160610,"Fundamentum ""Spiel"""
160611,"Fundamentum ""Spiel"""
160620,Leichtathletik
160621,Leichtathletik
160626,Gerätturnen
160627,Gerätturnen
160628,Gerätturnen
160631,Gymnastik/Tanz
160632,Gymnastik/Tanz
160638,Volleyball
160639,Badminton
160642,Basketball
160644,Handball
160647,Fußball
160648,Fußball
160652,Rudern
160653,Rudern
160656,Judo
160660,Fitness-Sport
160663,Klettern
160665,Windsurfen
160666,Windsurfen
160667,Windsurfen
160683,Turn- und Bewegungskindergarten (vorlesungsfreie Zeit)
160688,Turn- und Bewegungskindergarten
160675,Volleyball mehrperspektivisch unterrichten - Spezialisierung Volleyball
160685,Ruderwanderfahrt - Spezialisierung Rudern
160700,Einführung in das Studium Sport und wissenschaftliche Arbeitstechniken
160701,Einführung in die wissenschaftlichen Arbeitsbereiche 1-6
160702,Einführung in die wissenschaftlichen Arbeitsbereiche 1-6
160712,Motorische Leistungsfähigkeit Heranwachsender
160713,Psychologische Grundlagen des sportlichen Handelns
160715,Bewegung in der Lebenswelt von Kindern und Jugendlichen
160720,Diagnose und individuelle Förderung im Sport
160721,Diagnose und individuelle Förderung im Sport
160722,LehrerInnen und SchülerInnen im inklusiven Sport
160724,Diagnose und individuelle Förderung im Sport II: Körper und Körperlichkeit
160725,Inklusion und Heterogenität als sportpädagogische und -didaktische Herausforderung
160740,Inklusion und Heterogenität als sportpädagogische und didaktische Herausforderung
160730,Biomechanische und trainingswissenschaftliche Diagnostik
160731,Bewegung und Training
160733,Gesundheit und Leistung
160742,Entspannung in der Schule
160749,Einführung in die empirische Schulsportforschung
160750,Einführung in die empirische Schulsportforschung
160751,"Analyse und Planung von Sportunterricht I (GyGe, BK, HRGe)"
160752,"Analyse und Planung von Sportunterricht I (GyGe, BK, HRGe)"
160798,Analyse und Planung von Sportunterricht I (Förder- und Grundschule)
160763,Flucht und Sport in Deutschland und Italien
160766,Gesundheit und Sport in der Gesellschaft und in der Schule
160771,Soziale Ungleichheiten im pluralisierten Sport - (sport)soziologische Perspektiven
160783,Begleitseminar für das außerschulische Praktikum
160785,Kolloquium für Bachelor- und Masterabsolventen
160786,"Kolloquium für interessierte Studierende: ""Ausgewählte Themen der Sportpädagogik und Sportsoziologie"""
160788,Kolloquium für Bachelor- und Masterabsolventen
,Zusatzqualifikation Psychomotorik
,Grundlagenkurs Badminton
,Grundlagenkurs Fußball
,Grundlagenkurs Gerätturnen
,Grundlagenkurs Gymnastik/Tanz
,Grundlagenkurs Handball
,Grundlagenkurs Judo
,Grundlagenkurs Leichtathletik
,Grundlagenkurs Rudern
,Grundlagenkurs Schwimmen (Kurs 1)
,Grundlagenkurs Schwimmen (Kurs 2)
,Grundlagenkurs Schwimmen (Kurs 3)
,Grundlagenkurs Schwimmen (Kurs 4)
,Grundlagenkurs Volleyball
,InterStuDo (DaF) B1
,InterStuDo (DaF) B2a
,InterStuDo (DaF) B2a mündlich
,InterStuDo (DaF) B2a mündlicher Ausdruck
,InterStuDo (DaF) B2b
,InterStuDo (DaF) C1 d
,InterStuDo (DaF) C1 d Mündlicher Ausdruck
,InterStuDo (DaF) C1a
,InterStuDo (DaF) C1a mündlich
,InterStuDo (DaF) C1b
,InterStuDo (DaF) C1b mündlicher Ausdruck
,InterStuDo (DaF) C1c
,InterStuDo (DaF) C1c mündlich
,DaF für wissenschaftliche Mitarbeitende
210529-S,DaF für internationale Doktoranden/innen und PostDocs A1
210530-S,DaF für internationale Doktoranden/innen und PostDocs A2
210531-S,DaF für internationale Doktoranden/innen und PostDocs B1
210701-S,Arabisch A1.1 (A)
210702-S,Arabisch A1.1 (B)
210703-S,Arabisch A1.2
210801-S,Chinesisch A1
210802-S,Chinesisch A2
210803-S,Chinesisch B1.1
0788xx,The Fifth Element: Hip-Hop Knowledge Inside and Outside of the American Studies Classroom
211101-S,Italienisch A1 (A)
211102-S,Italienisch A1 (B)
211103-S,Italienisch A2
211104-S,Italienisch B1
211201-S,Japanisch A1.1 (A)
211202-S,Japanisch A1.1 (B)
211203-S,Japanisch A1.2
211301-S,Kurdisch A1.1
211302-S,Kurdisch A1.2
211401-S,Niederländisch A1 (A)
211402-S,Niederländisch A1 (B)
211403-S,Niederländisch A2
211404-S,Niederländisch B1
211501-S,Polnisch A1.1
211502-S,Polnisch A1.2
211601-S,Portugiesisch A1.1
211602-S,Portugiesisch A1.2
211701-S,Russisch A1
211702-S,Russisch A2
211703-S,Russisch B1.1
211801-S,Schwedisch A1.1 (A)
211802-S,Schwedisch A1.1 (B)
211803-S,Schwedisch A1.2
211804-S,Schwedisch A2.1
,Estudiantes.ele
212001-S,Türkisch A 1.1 (A)
212002-S,Türkisch A1.1 (B)
212003-S,Türkisch A 1.1 (C)
212004-S,Türkisch A1.2
212005-S,Türkisch A2.1
210301-S,Latein I
210302-S,Latein II
210303-S,Latein  III
150104,Einführung in die Literaturwissenschaft
150106,Einführung in die Literaturwissenschaft
150115,Einführung in die Sprachwissenschaft
150203,Einführung in die Methoden und Zugänge der Sprachwissenschaft
151101,Text und Bild
151103,Spielarten des Komischen
151104,Mündliches Erzählen - Kurs A
151202,Let’s Do It A DADA! – Literatur und Performance
151204,"Ringvorlesung: Literatur adaptieren und vermitteln in Schule, Theater und Gesellschaft"
151308,Registerbewusstsein schärfen - Texte mit einfachen explorativen Methoden analysieren und vergleichen
152104,Gedichtlektüre
152204,Einführung in die Kinder- und Jugendliteratur und -medien
152207,Märchen damals und heute
142202,Einführung in die Praktische Philosophie I
143201,Einführung in das politische System der Bundesrepublik Deutschland
143203,Einführung in die Politische Theorie
146102,Neuzeit
146105,Einführung in das Judentum
146107,Dogmatik und Ethik
146108,Seminar Basiswissen Systematische Theologie
146112,Johannesevangelium
146125,Einführung in die Religionspädagogik
150114,Einführung in die Sprachwissenschaft
150116,Einführung in die Sprachwissenschaft
151303,Literarischer Kanon und Kanonkritik
152123,Grundlagen der Grammatik
152125,Grundlagen der Grammatik
160448,"Alles, was ich bin - ein Buchprojekt"
1509B1,Einführung in das Fach Deutsch als Zweitsprache (B1)
1509B2,Literatur und Medien im interkulturellen Unterricht (B2)
1509B3,Sprachliches und fachliches Lernen (B3)
1509A1,Einführung in das Fach Deutsch als Zweitsprache (A1)
1509A2,Literatur und Medien im interkulterellen Unterricht (A2)
1509A3,Sprachliches und fachliches Lernen (A3)
013052,"Mathematische Lehr- und Lernprozesse: Theorie, Experiment, Analyse (Grundschule)"
013056,Begleitseminar zur Bachelorarbeit (Grundschule)
013057,Begleitseminar zur Bachelorarbeit (Haupt- Real- Gesamtschule)
013166,Entwicklung und Erforschung des Mathematikunterrichts (mit Bachelorarbeit)
013166,Entwicklung und Erforschung des Mathematikunterrichts (ohne Bachelorarbeit)
013171A,"Diagnose und Förderung II (HR, SPHR, BK) (mit Bachelorarbeit)"
013173B,"Diagnose und Förderung I & II (HR, SPHR & BK) (Förderzentrum Mathematik)"
013172,Diagnose und Förderung (Gym)
037612,Sachunterricht und sonderpädagogische Förderung (zu den Modulen SUSoPäd. und TPM SUSoPäd.) (verbindliche Anmeldung per LSF)
078542,Berufsfeldpraktikum
078525,"Technik lernen und lehren (THF1, TSF1, MBC1, ETC1, MFK1, ETHK1)"
078526,"Übung zu Technik lehren und lernen (THF2, TSF2, MBC2, ETC2, MFK2, ETHK2)"
078532,"Vorbereitungsseminar Praxissemester BK (MBL1, ETL1, MFL1, ETHL1)"
078527,"Seminar Technikdidaktik (THM1, TSM1, TSU1, MBM1, ETM1,  MFM1, ETHM1)"
078535,"Diagnose und individuelle Förderung (THM2, TSM2, TSU2, MBM2, ETM2, MFK3, ETHK3)"
078536,"Fachdidaktisches Projekt (THF3, THN2, MBM3, ETM3, MFM2, ETHM2, MFN2, ETHN2)"
078528,"Konzepte der Fachdidaktik (THN1, TSN2, MBN1, ETN1, MFN1, ETHN1)"
078540,"Projektorientiertes Seminar (THG2, TSG2, THN3, TSN2, TSU3, MBN2)"
078541,"Forschungsorientiertes Seminar (THC3, THM3, MBN2, ETN2)"
078507,"Elektro- und Energietechnik (THC1, TSC1)"
078508,"Informationstechnik (THC2, TSC2)"
078516,"Technik und Gesellschaft (THD3, TSD3)"
078520,"Technisches Praktikum I (THD2, TSD2)"
078511,Seminar Fachpraxis Information (THE2)
078521,"Technisches Praktikum II (THG1, TSG1)"
078530,"Vorbereitungsseminar Praxissemester Sek I (THL1, TSL1)"
078545,"Technische Systeme und Verfahren A (THP1, TSN3)"
11xxxx,Forschungsseminar zur Finanzwirtschaft
11xxxx,Ausgewählte Aspekte der WP I: Corporate Governance
11xxxx,Ausgewählte Aspekte der WP II: Ausgewählte Aspekte des Zivilrechts und der Wirtschaftsprüfung
11xxxx,Seminar zur Rechnungslegung und Wirtschaftsprüfung
11xxxx,Seminar zur Rechnungslegung und Wirtschaftsprüfung II
11xxxx,Projektseminar Unternehmensbesteuerung
11xxxx,Internationales Controlling
11xxxx,Wertorientierte Unternehmenssteuerung in der internationalen Energiewirtschaft
11xxxx,Marketing- und Vertriebs-Controlling
11xxxx,Strategisches Controlling
11xxxx,Forschungsseminar zum Controlling I
11xxxx,Forschungsseminar zum Controlling II
11xxxx,Forschungsseminar zum Controlling III
11xxxx,Kennzahlengestützte Unternehmenssteuerung und Risikomanagement
11xxxx,Pensionsversicherungsmathematik
11xxxx,Gesellschaftsrecht
11xxxx,Europäisches Wirtschaftsrecht
11xxxx,Seminar zum Wirtschaftsprivatrecht
11xxxx,Einführung in Geschäftsmodelle
11xxxx,Entwicklung von Geschäftsmodellen
11xxxx,Neue Ansätze in der Personalführung I
11xxxx,Neue Ansätze in der Personalführung II
11xxxx,Marketingseminar
11xxxx,Management-Projektseminar
11xxxx,Management und industrielle Beziehungen
11xxxx,Soziologische Analysen der Globalisierung
11xxxx,Projektseminar Arbeits- und Organisationssoziologie
11xxxx,Quantitative Projekt- und Reihenfolgeplanung
11xxxx,"Seminar ""Ausgewählte Kapitel des Operations Research"""
11xxxx,OR-Methoden im Management
11xxxx,Neuere Entwicklungen im Produktions- und Logistikmanagement
11xxxx,Simulation in Produktion und Logistik
11xxxx,Aktuelle Entwicklungen im Technologie- und Innovationsmanagement
11xxxx,"Praktische Wirtschaftsinformatik: Simulation, Neuronale Netze und heuristische Optimierung"
11xxxx,Praktische Wirtschaftsinformatik: E-Venture Professional
11xxxx,Seminar
11xxxx,Seminar zu Applied Monetary Economics
11xxxx,Applied Macroeconometrics
11xxxx,Dynamische Fiskalpolitik
11xxxx,Theorie unvollkommenen Wettbewerbs:  Industrieökonomie (Industrial Organization)
11xxxx,Wirtschaftstheoretisches Seminar
11xxxx,Arbeitsmarkt- und Personalökonomik
124302,Einführung in die Methoden der Textanalyse
124303,Einführung in die Sozialgeschichte / Grundlagen des Bildungs - und Sozialwesens
124901,"Sammelanmeldung ""Übung zur Einführung in die Sozialgeschichte"""
124304,Übung zur Vorlesung Einführung in die Sozialgeschichte
124305,Übung zur Vorlesung Einführung in die Sozialgeschichte
124306,Übung zur Vorlesung Einführung in die Sozialgeschichte
124307,Übung zur Vorlesung Einführung in die Sozialgeschichte
124308,NEUER TERMIN! Übung zur Vorlesung Einführung in die Sozialgeschichte
124309,Übung zur Vorlesung Einführung in die Sozialgeschichte
124385,"Übung zur Vorlesung ""Einführung in die Sozialgeschichte"""
124912,"Sammelanmeldung ""Vertiefendes Seminar zur Sozialgeschichte der Erziehung"""
124310,Vorstellungen von Gesellschaft im Film
124311,Vorstellungen von Gesellschaft im Film
124312,Bewegte Jugend: Jugend in Aufruhr
124313,Bewegte Jugend: Jugend in Aufruhr
124314,NEUER TERMIN! Sozialgeschichte lesen: Manja. Ein Roman um fünf Kinder von Anna Gmeyner
124315,NEUER TERMIN! NEUER RAUM! Sozialgeschichte lesen: Manja. Ein Roman um fünf Kinder von Anna Gmeyner
124384,"Jugend, Protest und Gesellschaft seit 1900"
124913,"Sammelanmeldung ""Grundlagenliteratur der Soziologie"""
124317,Begleitseminar zur Vorlesung Einführung in die Sozialisationstheorien
124318,Kindheit und Jugend in der DDR
124319,"""Die"" Kindheit im Diskurs"
124320,"Kindheit und Jugend im ""Dritten Reich"""
124321,"Zwischen Facebook, (Like-) Kultur und ""alternativen Fakten"". Subjektbildung im Kontext medial vermittelter Kommunikation"
124322,Strafen als Erziehungsmittel?
124378,"Jugenden, Jugendbewegungen und Jugendprotest zwischen 1900 und 1945"
124324,Einführung in die Erziehungs- und Bildungstheorien (Theorien und Diskurse der Erziehung und Bildung)
124325,Begleitseminar zur Vorlesung Theorien und Diskurse der Erziehung und Bildung
124326,Begleitseminar zur Vorlesung Theorien und Diskurse der Erziehung und Bildung
124301,Mono- Inter - Multi - Trans. - Thematisierungsformen von kultureller Heterogenität aus erziehungswissenschaftlicher Perspektive
124327,"Bildung, Studium und Hochschullehre bei Max Horkheimer als Vertreter der Kritischen Theorie"
124329,Rousseaus gesellschaftstheoretische und pädagogische Texte
124330,Flucht in die Kategorie und Boote auf dem Meer. Eine kritische Auseinandersetzung mit Theorien der Morderne und Postmoderne aus aktuell erziehungswissenschaftlicher Perspektive
124332,"Eine ""Pädagogik vom Kinde aus ""?  Theorien und Konzepte der Reformpädagogik auf dem Prüfstand"
124388,Erziehungskunst im Kontext der Aufklärung
124333,Grundlagen der Allgemeinen Didaktik
124394,Grundlagen der Allgemeinen Didadktik
124508,Grundlagen von Beratung
124200,Ergebnisse und Konsequenzen rezenter Schulleistungsstudien
124211,Wie wird inklusionsorientierte Schulentwicklung organisiert? Theorie und Praxis zum Umgang mit Inklusion im Mehrebenensystem Schule
124241,Schulentwicklungsplanung
124552,Einführung in qualitative/interpretative Forschungsmethoden
124527,ENTFÄLLT! Quantitative Methoden empirischer Sozialforschung
124547,Quantitative Methoden der empirischen Sozialforschung
124548,Quantitative Methoden der empirischen Sozialforschung
124549,Quantitative Methoden der empirischen Sozialforschung
124573,Quantitative Methoden der empirischen Sozialforschung
124202,Forschungswerkstatt Inhaltsanalyse
124334,Interviews mit Kindern
124242,Mixed Methods in der (empirischen) Bildungsforschung
124335,Methoden der Interviewforschung II: Auswertung von Interviews
124569,"NEUER TERMIN! Migration und Kinderbetreuung: Identitäten, Praktiken und Ungleichheiten II (Forschungswerkstatt)"
124525,Forschungswerkstatt II
124542,Erwartungen von non traditional students an das Studium - Teil 1
124336,Kolloquium
124337,Kolloquium
124339,missings links - Leer- und Lehrstellen der Gegenwartsgesellschaft
124340,Älterwerden im Verlauf der Lebenszeit: Selbstbilder I Gesellschaftsbilder
124341,Jugend im Wandel
124203,Entwicklung professioneller Handlungskompetenzen von Lehrpersonen im Kontext der Digitalisierung in der Schule
124342,NEUER RAUM! Qualitative Bildungsforschung I
124343,NEUER RAUM! Qualitative Bildungsforschung II
124114,Soziale Ungleichheit und Soziale Arbeit
124115,Theorie und Forschung in der Sozialen Arbeit
124208,"Felder, Fragestellungen und Methoden der empirischen Bildungsforschung"
124416,Theorien der beruflichen Bildung zwischen klassischer und digitaler Bildung
124409,"Strukturen, Systeme und Stakeholder der beruflichen Bildung in Deutschland"
124421,"Strukturen, Systeme und Stakeholder der beruflichen Bildung in Deutschland"
124348,Heimat - Stadt I Stadt- Kultur: Metropole Ruhr als Ort der Erinnerung und der Zukunft
124347,NEUER TERMIN! Bildung und Transkulturalität
124116,Projekt Soziale Arbeit 1
124117,Projekt Soziale Arbeit 2
124214,Evaluation und Ergebnisaufarbeitung auf der Basis qualitativer und quantitativer Verfahren
124417,"Projektseminar / Kolloquium ""Bildung und Beruf"""
124418,Lernen im Berufsleben aus nationaler und internationaler Perspektive
124539,Theoretische Grundlagen: Kann man akademische Lehre managen?
124543,„Empirische Umsetzung: Kann man akademische Lehre managen?“
124800,Sammelanmeldung Aufgaben von Lehrerinnen und Lehrern für studentische FörderlehrerInnen (DOMO)
124802,Aufgaben von Lehrerinnen und Lehrern für studentische FörderlehrerInnen (DOMO)
124815,Aufgaben von Lehrerinnen und Lehrern für studentische FörderlehrerInnen (DOMO)
124816,Aufgaben von Lehrerinnen und Lehrern für studentische FörderlehrerInnen (DOMO)
124817,Aufgaben von Lehrerinnen und Lehrern für studentische FörderlehrerInnen (DOMO)
124824,Aufgaben von Lehrerinnen und Lehrern für studentische FörderlehrerInnen (DOMO)
124017,Aufgaben von Lehrerinnen und Lehrern
124018,Aufgaben von Lehrerinnen und Lehrern
124030,Aufgaben von Lehrerinnen und Lehrern
124800,Sammelanmeldung Aufgaben von Lehrerinnen und Lehrern (Grundschule)
124801,Aufgaben von Lehrerinnen und Lehrern
124804,Aufgaben von Lehrerinnen und Lehrern
124814,Aufgaben von Lehrerinnen und Lehrern
124822,Aufgaben von Lehrerinnen und Lehrern
124400,Aufgaben von Lehrerinnen und Lehrern am Berufskolleg
124800,Sammelanmeldung Aufgaben von Lehrerinnen und Lehrern (BK)
124803,Aufgaben von Lehrerinnen und Lehrern
124805,Aufgaben von Lehrerinnen und Lehrern
124819,Aufgaben von Lehrerinnen und Lehrern
124825,Aufgaben von Lehrerinnen und Lehrern
124800,Sammelameldung Aufgaben von Lehrerinnen und Lehrern (GyGe/HRSGe)
124806,Aufgaben von Lehrerinnen und Lehrern
124807,Aufgaben von Lehrerinnen und Lehrern
124808,Aufgaben von Lehrerinnen und Lehrern
124809,Aufgaben von Lehrerinnen und Lehrern
124810,Aufgaben von Lehrerinnen und Lehrern
124811,Aufgaben von Lehrerinnen und Lehrern
124812,Aufgaben von Lehrerinnen und Lehrern
124813,Aufgaben von Lehrerinnen und Lehrern
124818,Aufgaben von Lehrerinnen und Lehrern
124820,Aufgaben von Lehrerinnen und Lehrern
124821,Aufgaben von Lehrerinnen und Lehrern
124823,Aufgaben von Lehrerinnen und Lehrern
124826,Aufgaben von Lehrerinnen und Lehrern
124827,Aufgaben von Lehrerinnen und Lehrern
124906,"Sammelanmeldung ""Theorie-Praxis-Seminar (LABG)"""
124026,Vorbereitungsseminar: Leben und Lernen in Vielfalt
124000,Vorbereitungsseminar: Lehrerkompetenzen und Lehrprofessionalität
124007,Vorbereitungsseminar: Lehrerkompetenzen und Lehrerprofessionalität
124012,"Vorbereitungsseminar Praxissemester; Leben und Lernen mit Vielfalt - Vorbereitung und Evaluation der Praxisphase an Schulen der Sek. I mit GL, unter Berücksichtigung der aktuellen Inklusionssituation"
124014,Neuer Termin! Vorbereitungsseminar: Lehrerprofessionalität und Lehrerkompetenzen
124032,Vorbereitungsseminar: Leben und Lernen in Vielfalt
124033,Vorbereitungsseminar: Leben und Lernen in Vielfalt
124036,Vorbereitungsseminar Lehrerprofessionalität und Lehrerkompetenzen
124037,Vorbereitungsseminar Lehrerprofessionalität und Lehrerkompetenzen
124367,Vorbereitungsseminar Schulsystem und Schülerbiografien
124369,ENTFÄLLT! Vorbereitungsseminar Schulsystem und Schülerbiografien
124001,Begleitseminar zu 123009: Lehrerkompetenzen und Lehrerprofessionalität
124005,Begleitseminar zu 123053: Lehrerkompetenzen und Lehrerprofessionalität
124006,Begleitseminar zu 123052: Lehrerkompetenzen und Lehrerprofessionalität
124011,Begleitseminar zu 123023: Leben und Lernen mit Vielfalt
124013,Begleitseminar zu 123003: Leben und Lernen in Vielfalt
124025,Begleitseminar zu 123031: Leben und Lernen in Vielfalt
124031,Begleitseminar zu 123015: Leben und Lernen in Vielfalt
124039,Begleitseminar zu 123045: Lehrerkompetenzen und Lehrerprofessionalität
124054,Begleitseminar zu 123055: Leben und Lernen in Vielfalt
124370,Begleitseminar zu 123373: Schulsystem und Schülerbiografien
124386,Begleitseminar zu 123374: Schulsystem und Schülerbiografien
124405,Lehren und Lernen an Beruflichen Schulen - Vorbereitungsseminar zum Praxissemster an Berufskollegs
124406,Lehren und Lernen an Beruflichen Schulen - Vorbereitungsseminar zum Praxissemster an Berufskollegs
124407,Begleitseminar zu 123406: Praxissemester an Berufskollegs
124408,Begleitseminar zu 123407: Praxissemester an Berufskollegs
124048,NEUER RAUM! Heterogene Lerngruppen / Individualität und Differenz
124049,"NEUER RAUM! Gemeinsames Lernen, Integration / Gemeinsames Lernen, Inklusion"
124411,Berufsorientierung - Übergänge nach der Sekundarstufe I (Vorlesung)
124412,Berufsorientierung in der Sekundarstufe I - mit Praxiserkundungen
124414,Berufsorientierung in der Sekundarstufe I - mit Praxiserkundungen
124420,Berufsorientierung in der Sekundarstufe I - mit Praxiserkundungen
124911,"Sammelanmeldung ""Wissenschaftstheorie/Methoden wissenschaftlichen Arbeitens"""
124377,Einführung in die Wissenschaftstheorie
124380,Einführung in die Wissenschaftstheorie
124381,Einführung in die Wissenschaftstheorie
124907,"Sammelanmeldung ""Probleme und Aufgaben der Gymnasialpädagogik"""
124008,G8 - Wo bleibt die Zeit und wie kann sie sinnvoll genutzt werden?
124038,Ganztagsschulentwicklung an Gymnasien – Herausforderungen und Chancen
124045,Internationale Schulprofile
124209,Entwicklung und Förderung von Lesekompetenz
124410,Theorien der beruflichen Bildung
